#{"t_start": 1750660803.0221162, "env_id": "None"}
r,l,t
-8268.240666,500,0.492362
-8297.559708,500,0.975348
-3015.254026,314,1.282902
-396.570929,46,1.330381
-210.685335,20,1.354952
-446.712824,47,1.402567
-9383.711105,500,1.886047
-6838.855793,500,2.36868
-10455.614822,500,2.848152
-910.918769,89,2.936715
-540.988938,48,2.987284
-8891.410566,500,3.465793
-2109.718537,178,3.639635
-10535.783637,500,4.121119
-9586.616763,500,4.597775
-525.947264,43,4.642693
-1894.310339,157,4.794438
-8093.451882,500,5.279032
-1920.059358,192,5.466698
-685.100027,61,5.529932
-8080.778958,500,6.010838
-10062.58678,500,6.492482
-360.340185,28,6.52394
-8378.899012,500,7.00736
-122.646878,11,7.021189
-9695.663523,500,7.506636
-316.669488,34,7.541343
-676.454659,67,7.609065
-9437.194116,500,8.09346
-689.152637,73,8.164022
-1473.048386,146,8.309971
-11091.495955,500,8.79271
-9343.788171,500,9.27276
-167.975675,17,9.29252
-10070.391555,500,9.773952
-862.960653,87,9.860037
-6620.452051,500,10.340121
-5419.742506,396,10.72136
-7135.221377,500,11.201418
-1626.415226,159,11.357811
-8381.432767,500,11.838756
-8792.990893,500,12.322027
-7702.934395,500,12.804282
-11178.730343,500,13.289498
-135.41862,14,13.306306
-309.535885,32,13.341662
-3751.754332,313,13.646858
-10883.375542,500,14.154051
-7723.574669,500,14.638858
-230.666387,25,14.666862
-8246.81776,500,15.152467
-455.434514,49,15.20187
-8155.739474,500,15.682307
-324.342099,26,15.709204
-6968.360875,500,16.192807
-911.887077,96,16.287339
-7807.310243,500,16.772023
-7959.617071,500,17.245593
-7037.356077,500,17.724768
-8146.199835,500,18.199826
-7608.309741,500,18.685894
-9095.473792,500,19.173021
-8079.419123,500,19.663346
-8907.563862,500,20.145645
-8720.702308,500,20.620354
-423.958025,40,20.664329
-7839.338142,500,21.14659
-7067.11944,500,21.627331
-7669.989301,500,22.103657
-9166.887413,500,22.574786
-3520.750992,213,22.781938
-7969.39842,500,23.258325
-9647.360576,500,23.73032
-229.94851,18,23.753739
-6439.482853,500,24.24121
-1013.426149,92,24.341373
-10259.834224,500,24.824031
-9936.726443,500,25.309877
-574.316319,48,25.359237
-192.18193,19,25.384153
-9247.097499,500,25.865724
-11116.569483,500,26.340686
-7515.481357,500,26.813102
-9005.634913,500,27.288852
-190.800225,20,27.31046
-8176.37869,500,27.785337
-7685.52947,500,28.259019
-1813.542098,169,28.423144
-721.747008,58,28.482415
-10790.63379,500,28.958592
-7314.104807,500,29.43477
-722.68064,70,29.501647
-418.454682,38,29.543992
-1207.703968,116,29.659683
-8946.950952,500,30.139521
-9291.217738,500,30.617207
-6852.911156,447,31.065417
-622.571117,58,31.121999
-7739.648755,500,31.601931
-6611.034435,500,32.074062
-206.043373,16,32.159748
-3296.393951,229,32.380019
-183.335349,16,32.401677
-514.535838,52,32.452295
-2089.588988,200,32.644275
-8601.884304,500,33.124354
-701.775987,67,33.189168
-325.194215,32,33.221674
-3544.291509,268,33.479065
-10177.945479,500,33.955886
-6594.84319,500,34.428863
-2367.952081,195,34.616395
-1283.483428,100,34.714163
-217.482888,20,34.736712
-8341.349757,500,35.212032
-9340.65367,500,35.687746
-7475.272594,500,36.157769
-8187.274657,500,36.631286
-7194.150229,500,37.103447
-1415.407305,122,37.229575
-9131.136216,500,37.705687
-11542.749111,500,38.202638
-9033.697786,500,38.676306
-8372.64021,500,39.148974
-7273.459843,500,39.620316
-1458.908378,124,39.738196
-8276.469795,500,40.212518
-10650.057927,500,40.687267
-10114.708389,500,41.161909
-384.089414,30,41.19516
-532.066808,53,41.247474
-9437.061607,500,41.722134
-465.424023,41,41.764006
-168.303723,17,41.783305
-7857.673433,500,42.25942
-311.484324,25,42.286096
-7713.337191,500,42.773641
-450.055986,41,42.815723
-7671.457661,500,43.300136
-7309.379268,500,43.775564
-8683.336712,500,44.256729
-468.964357,37,44.295045
-481.38114,48,44.343094
-7934.331781,500,44.822867
-7902.025735,500,45.297816
-420.31079,44,45.342552
-8093.001211,500,45.842118
-7921.756214,500,46.321932
-6003.125191,500,46.82619
-4956.004559,401,47.215777
-396.134069,39,47.255374
-465.990256,41,47.298079
-7476.258746,500,47.782183
-10948.317843,500,48.268464
-10411.168896,500,48.752388
-8811.086978,500,49.23954
-2171.811864,158,49.395993
-641.307044,55,49.453268
-6671.457751,500,49.938951
-6196.484327,500,50.426023
-9764.22975,500,50.916407
-465.05811,53,50.971277
-8602.645878,500,51.485791
-8872.215948,500,51.979001
-10296.646315,500,52.478297
-601.229264,49,52.530857
-1345.253008,118,52.648784
-7595.007959,500,53.14177
-8856.03248,500,53.631882
-7204.351447,500,54.133848
-5337.178683,375,54.50967
-7576.333933,465,54.96579
-4356.711015,322,55.292033
-7211.508801,500,55.789183
-9901.072185,500,56.280521
-9963.18138,500,56.770536
-439.230328,47,56.819771
-237.79835,21,56.842219
-4271.959164,311,57.145953
-264.447532,22,57.169786
-6111.749824,355,57.512664
-6005.074573,390,57.891068
-1836.908394,173,58.061167
-7100.574722,471,58.515366
-923.918254,76,58.594528
-7552.899205,500,59.078584
-8172.044213,500,59.562583
-451.838893,53,59.615189
-6900.218932,500,60.100888
-9144.535415,500,60.584659
-10564.10354,500,61.067654
-8730.05018,500,61.570257
-7113.021657,500,62.055335
-1830.778083,157,62.213238
-799.030188,68,62.281157
-387.006315,36,62.320358
-9353.249254,500,62.797781
-5620.734538,402,63.18469
-10066.629013,500,63.665801
-5587.531839,454,64.106964
-247.089434,29,64.216031
-8820.477072,500,64.698538
-1665.721205,162,64.875534
-8042.591502,500,65.368118
-447.944096,39,65.410114
-6568.903175,500,65.891321
-396.377138,43,65.935447
-1964.772158,139,66.068336
-8922.843168,500,66.540884
-328.092375,29,66.571527
-11010.32582,500,67.047062
-7727.655429,451,67.47434
-452.627053,40,67.518264
-7591.526666,500,67.993714
-5765.872845,364,68.341098
-7408.507569,500,68.816615
-6660.159585,500,69.289538
-5368.536722,381,69.653627
-901.871516,82,69.73145
-2629.999452,294,70.007631
-10350.642411,500,70.476712
-401.987324,38,70.514788
-3260.642186,260,70.760966
-3745.158805,272,71.017397
-7261.839813,500,71.484921
-10423.284921,500,71.950089
-6626.92223,500,72.418954
-2917.404251,213,72.619473
-7919.5342,500,73.083341
-604.266436,54,73.138147
-7056.859082,500,73.602776
-157.183422,12,73.61842
-8721.526156,500,74.085644
-9596.07818,500,74.559025
-10091.117394,500,75.026004
-312.103278,32,75.060889
-451.522947,36,75.096301
-512.658951,48,75.14404
-234.177293,24,75.169052
-10532.042036,500,75.636265
-1785.230163,154,75.784323
-9038.213995,500,76.25338
