Episode,Reward,Length
2723,-2604.7808,43
2724,-2344.4622,34
2725,-5469.5225,87
2726,-687.402,11
2727,-978.25757,19
2728,-33628.17,500
2729,-1584.0518,31
2730,-1216.0465,27
2731,-1095.5599,17
2732,-483.4449,11
2733,-2257.2432,35
2734,-1175.0283,19
2735,-725.5132,18
2736,-855.6462,18
2737,-1703.3698,33
2738,-2129.0623,38
2739,-1160.4816,21
2740,-1334.3558,16
2741,-1412.1268,22
2742,-357.46674,8
2743,-2114.5068,39
2744,-1618.1779,29
2745,-26380.309,500
2746,-28415.541,500
2747,-930.5599,20
2748,-36541.855,500
2749,-1576.959,28
2750,-517.29626,11
2751,-670.37103,11
2752,-997.0394,20
2753,-1339.856,17
2754,-1219.4591,20
2755,-769.80646,13
2756,-663.8875,17
2757,-530.7197,9
2758,-1351.6007,19
2759,-1201.5082,22
2760,-870.97205,18
2761,-3250.2817,40
2762,-1187.3843,23
2763,-860.3548,14
2764,-25800.848,500
2765,-1590.7837,22
2766,-1346.31,23
2767,-1038.314,21
2768,-2055.545,35
2769,-1826.2725,29
2770,-1165.4252,30
2771,-1208.6112,18
2772,-1642.972,24
2773,-3396.8948,51
2774,-701.33185,13
2775,-5279.321,63
2776,-1759.0312,39
2777,-1849.7197,27
2778,-1914.6245,34
2779,-1524.0403,23
2780,-2174.806,37
2781,-441.4843,9
2782,-7451.8716,124
2783,-2185.1094,39
2784,-23398.668,500
2785,-1320.7678,19
2786,-1148.1304,18
2787,-3172.4077,50
2788,-3462.529,63
2789,-24940.754,500
2790,-1032.8954,19
2791,-1090.578,22
2792,-843.7465,16
2793,-1443.6797,18
2794,-1301.8053,20
2795,-780.98865,16
2796,-1309.641,24
2797,-22446.768,500
2798,-755.8431,16
2799,-904.8486,22
2800,-1669.0581,43
2801,-1671.4747,27
2802,-1647.5002,28
2803,-399.2713,8
2804,-808.1433,24
2805,-1759.3845,25
2806,-1127.6671,18
2807,-1083.2715,21
2808,-1135.445,27
2809,-11485.944,220
2810,-27995.018,500
2811,-4079.2908,62
2812,-483.99814,9
2813,-767.78625,18
2814,-1079.6772,20
2815,-10763.069,213
2816,-865.99884,22
2817,-2388.4263,33
2818,-1326.2291,20
2819,-1113.0897,25
2820,-8843.509,110
2821,-612.55096,12
2822,-2306.0017,30
2823,-1352.4003,21
2824,-1435.9543,29
2825,-1068.5518,19
2826,-1390.9391,30
2827,-1133.0608,22
2828,-1458.0314,28
2829,-8200.612,158
2830,-2510.8599,48
2831,-630.97235,15
2832,-4384.4614,94
2833,-691.1204,16
2834,-520.69794,10
2835,-894.51855,21
2836,-2270.191,41
2837,-26574.73,500
2838,-986.68774,20
2839,-544.8557,9
2840,-542.6293,10
2841,-4346.3506,95
2842,-1533.8558,22
2843,-2134.0286,50
2844,-1412.0665,24
2845,-897.897,19
2846,-752.7364,16
2847,-459.79034,8
2848,-665.6203,15
2849,-751.6305,12
2850,-21353.729,500
2851,-1524.6692,22
2852,-720.5185,13
2853,-2232.9775,43
2854,-37033.562,500
2855,-32212.37,500
2856,-32650.363,500
2857,-1913.1963,45
2858,-2258.794,44
2859,-33246.617,500
2860,-8459.881,122
2861,-745.7528,14
2862,-25935.025,500
2863,-2631.485,39
2864,-2043.5881,28
2865,-859.12225,19
2866,-2393.6797,40
2867,-1380.4596,21
2868,-1483.2064,28
2869,-21239.006,356
2870,-609.2556,13
2871,-3820.9495,73
2872,-990.5846,16
2873,-760.2142,14
2874,-729.5255,14
2875,-616.9156,11
2876,-611.8066,18
2877,-1492.9272,29
2878,-1654.7561,32
2879,-1374.0513,28
2880,-1743.886,41
2881,-1038.5645,16
2882,-2328.5842,48
2883,-535.0692,9
2884,-1239.0538,18
2885,-2187.8997,29
2886,-2219.6887,36
2887,-1985.6017,32
2888,-3727.0625,54
2889,-1018.1283,20
2890,-1462.1082,26
2891,-755.54114,18
2892,-783.03845,22
2893,-639.2135,17
2894,-2273.2012,36
2895,-1126.0549,17
2896,-1167.917,26
2897,-1902.805,29
2898,-1345.9658,27
2899,-1119.6675,23
2900,-35233.047,500
2901,-1139.0405,18
2902,-879.12665,17
2903,-1131.7759,21
2904,-753.4646,11
2905,-447.9169,9
2906,-782.16705,21
2907,-1221.424,19
2908,-2323.342,38
2909,-22960.504,500
2910,-868.12274,20
2911,-3160.4849,40
2912,-33172.64,500
2913,-23928.018,500
2914,-1395.6459,32
2915,-2142.922,32
2916,-1108.2372,23
2917,-918.98004,16
2918,-1146.5499,24
2919,-432.33557,9
2920,-905.3767,18
2921,-1752.3352,42
2922,-884.9278,17
2923,-896.7328,21
2924,-1693.5988,33
2925,-4569.0864,113
2926,-25961.805,500
2927,-969.5717,20
2928,-2977.8945,51
2929,-1152.0193,27
2930,-1285.715,19
2931,-2504.7908,48
2932,-937.70447,19
2933,-6172.788,80
2934,-1429.1893,19
2935,-782.02765,22
2936,-601.756,17
2937,-1512.044,28
2938,-31457.625,500
2939,-750.1081,15
2940,-1385.3906,29
2941,-1394.0609,31
2942,-835.7243,18
2943,-27961.428,500
2944,-1039.1776,17
2945,-1242.1897,21
2946,-758.8661,13
2947,-1218.6682,36
2948,-949.5895,15
2949,-1496.8925,26
2950,-1188.1295,26
2951,-661.1449,19
2952,-927.6998,22
2953,-1309.0835,19
2954,-1261.9755,19
2955,-2464.3867,49
2956,-1429.5674,38
2957,-3482.3403,57
2958,-1267.9283,18
2959,-1427.587,17
2960,-1202.1364,27
2961,-958.9535,20
2962,-471.83395,10
2963,-2227.1133,30
2964,-2379.6384,51
2965,-21243.02,500
2966,-2555.589,44
2967,-744.9589,17
2968,-1414.8563,31
2969,-5333.7812,106
2970,-819.73016,19
2971,-3160.7058,48
2972,-1215.6384,28
2973,-1917.6335,38
2974,-1246.5944,20
2975,-677.4588,16
2976,-1470.6805,26
2977,-1668.9865,26
2978,-959.07263,16
2979,-1343.7793,25
2980,-1038.355,16
2981,-842.18555,17
2982,-3648.8906,56
2983,-34139.227,500
2984,-1539.5747,22
2985,-1269.1924,23
2986,-1143.8005,31
2987,-924.49426,19
2988,-34391.004,500
2989,-1550.2063,31
2990,-21013.436,500
2991,-1563.5448,23
2992,-1354.7739,21
2993,-1796.982,40
2994,-1329.9031,25
2995,-30011.879,500
2996,-2073.7935,33
2997,-611.9975,11
2998,-704.15424,15
2999,-654.2007,18
3000,-1265.461,23
3001,-2872.8953,51
3002,-1436.9532,29
3003,-1177.7067,20
3004,-1054.4102,20
3005,-940.18665,18
3006,-1566.1548,25
3007,-24429.55,500
3008,-1011.9821,15
3009,-1490.0051,24
3010,-1455.363,25
3011,-643.11273,18
3012,-1645.0201,22
3013,-2737.4731,51
3014,-1066.6624,16
3015,-897.0218,16
3016,-1073.3193,17
3017,-5229.4814,97
3018,-587.62305,9
3019,-980.43024,17
3020,-619.97626,19
3021,-2641.8196,43
3022,-1395.0706,25
3023,-1295.722,25
3024,-781.07886,15
3025,-1162.8121,18
3026,-1118.0688,20
3027,-576.34753,8
3028,-3112.96,56
3029,-38925.555,500
3030,-652.8265,13
3031,-1406.1906,22
3032,-769.25085,19
3033,-810.33234,17
3034,-1173.9597,26
3035,-897.5104,21
3036,-439.89758,9
3037,-903.43,18
3038,-31829.59,500
3039,-1385.4169,27
3040,-3470.471,48
3041,-16519.373,252
3042,-421.0236,8
3043,-3757.9153,101
3044,-2212.422,34
3045,-940.3802,19
3046,-396.48407,9
3047,-1766.531,28
3048,-1972.1724,38
3049,-864.4405,16
3050,-3182.2747,86
3051,-7118.582,166
3052,-1041.4751,17
3053,-30163.355,500
3054,-28818.754,500
3055,-26210.564,500
3056,-1725.3771,27
3057,-899.7433,19
3058,-1064.8629,18
3059,-1764.5309,25
3060,-459.29782,8
3061,-1125.2125,16
3062,-8828.262,180
3063,-1283.1978,24
3064,-10371.271,191
3065,-2422.682,37
3066,-1639.8701,24
3067,-1446.4093,21
3068,-3217.7505,49
3069,-1275.1957,20
3070,-3571.9307,79
3071,-5448.333,69
3072,-1087.9331,16
3073,-1210.4863,22
3074,-1541.101,30
3075,-1245.6162,19
3076,-1973.014,37
3077,-1237.6294,21
3078,-1082.364,17
3079,-941.50305,24
3080,-769.8678,19
3081,-2478.456,48
3082,-622.57227,13
3083,-1326.8711,17
3084,-705.77295,19
3085,-1105.9437,18
3086,-2911.1362,51
3087,-1368.3169,25
3088,-1062.6018,23
3089,-1128.7635,22
3090,-773.1843,18
3091,-929.2711,20
3092,-23217.684,500
3093,-28253.383,500
3094,-1579.7677,29
3095,-1364.3384,28
3096,-1266.7966,25
3097,-720.6563,15
3098,-358.32303,8
3099,-1565.798,19
3100,-1244.4685,27
3101,-418.7758,8
3102,-939.56287,15
3103,-6152.45,130
3104,-2800.8586,60
3105,-1345.8374,25
3106,-14099.047,180
3107,-419.597,8
3108,-1644.6351,28
3109,-9724.599,219
3110,-980.1935,16
3111,-2065.7568,44
3112,-1939.6672,32
3113,-853.5467,19
3114,-693.64465,18
3115,-914.49634,21
3116,-702.7393,16
3117,-17164.504,500
3118,-714.2318,13
3119,-1298.1516,25
3120,-26505.646,500
3121,-1748.7335,33
3122,-997.345,18
3123,-1359.3481,20
3124,-1239.279,19
3125,-1242.1095,19
3126,-22050.24,500
3127,-12716.538,215
3128,-1751.3094,34
3129,-3294.5688,59
3130,-1082.1782,24
3131,-915.6045,18
3132,-1614.5302,28
3133,-654.0838,17
3134,-1777.1447,32
3135,-1577.5004,25
3136,-1279.34,20
3137,-6174.328,139
3138,-1502.0447,23
3139,-2137.655,32
3140,-24501.98,500
3141,-828.3783,21
3142,-1827.9587,32
3143,-22386.9,500
3144,-2040.863,32
3145,-1759.9473,26
3146,-1541.4865,27
3147,-1220.0575,19
3148,-915.95734,14
3149,-1313.593,19
3150,-686.34686,12
3151,-989.3399,18
3152,-29691.035,500
3153,-964.5195,25
3154,-24457.383,500
3155,-1019.8049,20
3156,-517.88574,9
3157,-34772.043,500
3158,-1970.0499,38
3159,-542.7399,10
3160,-1916.4883,26
3161,-1419.321,24
3162,-2202.6309,40
3163,-1563.8644,20
3164,-377.17526,8
3165,-941.21814,18
3166,-1998.0874,32
3167,-1079.8966,18
3168,-6903.58,95
3169,-36940.44,500
3170,-1711.1987,31
3171,-27813.8,500
3172,-1369.2152,26
3173,-27331.625,500
3174,-1476.461,39
3175,-574.7355,13
3176,-1921.1715,31
3177,-1274.6359,22
3178,-1196.4272,17
3179,-3405.8298,48
3180,-955.39856,17
3181,-1022.5111,18
3182,-1801.2034,30
3183,-1004.46295,16
3184,-1108.3351,18
3185,-24323.033,500
3186,-1672.5383,30
3187,-897.9229,15
3188,-3429.2166,65
3189,-6833.1147,125
3190,-1572.1234,31
3191,-3203.4407,72
3192,-626.80304,19
3193,-26248.53,500
3194,-1447.7904,33
3195,-903.27856,16
3196,-26801.955,500
3197,-1959.295,36
3198,-861.649,14
3199,-965.1099,21
3200,-1536.2787,39
3201,-30088.994,500
3202,-1440.438,22
3203,-1394.4099,23
3204,-810.3116,20
3205,-1455.9196,20
3206,-1403.5393,21
3207,-1377.5592,19
3208,-27244.236,500
3209,-971.27185,20
3210,-1831.0856,30
3211,-1140.2156,17
3212,-349.05545,8
3213,-1496.0077,26
3214,-499.89282,8
3215,-1806.405,27
3216,-837.4668,17
3217,-26356.79,500
3218,-1054.1213,16
3219,-25381.404,500
3220,-697.64056,18
3221,-3196.2498,49
3222,-635.1863,11
3223,-1086.5587,22
3224,-1301.7216,28
3225,-1080.4806,16
3226,-954.60236,18
3227,-1807.3428,38
3228,-1560.5322,20
3229,-1337.2463,22
3230,-1778.8337,27
3231,-789.56415,13
3232,-1147.9564,25
3233,-1254.0438,19
3234,-1602.4457,22
3235,-1039.1858,17
3236,-1674.6,26
3237,-413.71045,9
3238,-1172.7094,22
3239,-1216.4597,29
3240,-1083.083,20
3241,-1150.1084,23
3242,-883.8451,19
3243,-448.80844,8
3244,-721.1486,16
3245,-3340.298,72
3246,-1154.1449,22
3247,-1418.9482,33
3248,-1455.3851,25
3249,-1053.9238,18
3250,-1462.976,28
3251,-2198.1301,30
3252,-1094.2472,17
3253,-2240.2068,41
3254,-511.63605,12
3255,-756.16296,20
3256,-5193.0903,107
3257,-1223.0516,23
3258,-1469.0565,30
3259,-1062.1364,18
3260,-1811.9056,23
3261,-983.51385,19
3262,-898.8083,26
3263,-1005.0557,20
3264,-5002.048,147
3265,-1355.1968,20
3266,-1225.3821,21
3267,-1343.9039,29
3268,-1341.0228,19
3269,-404.7315,9
3270,-796.2597,17
3271,-648.557,14
3272,-2399.5054,42
3273,-1525.2358,44
3274,-7809.2183,164
3275,-2545.447,34
3276,-1257.0061,21
3277,-1650.4867,20
3278,-29775.512,500
3279,-2382.0984,38
3280,-2501.1328,44
3281,-999.7819,19
3282,-1543.2927,36
3283,-1207.8706,22
3284,-1174.6466,17
3285,-940.78186,17
3286,-1115.6211,21
3287,-1255.1735,20
3288,-1253.947,26
3289,-1433.1562,23
3290,-1866.811,35
3291,-3363.101,51
3292,-2634.6523,50
3293,-557.73456,10
3294,-684.78326,14
3295,-28167.36,500
3296,-2407.559,27
3297,-1467.2146,27
3298,-835.99194,19
3299,-861.3601,15
3300,-2293.1047,50
3301,-1017.9905,16
3302,-1615.0773,26
3303,-2835.2302,47
3304,-2141.41,27
3305,-22838.133,500
3306,-2488.5957,46
3307,-497.6447,11
3308,-1487.2117,26
3309,-29243.252,500
3310,-362.27533,8
3311,-418.97278,8
3312,-1171.34,23
3313,-1200.9009,22
3314,-462.7008,8
3315,-18842.025,500
3316,-1001.73846,17
3317,-1039.586,20
3318,-804.14453,13
3319,-1014.1335,19
3320,-966.14056,16
3321,-884.45123,18
3322,-800.195,16
3323,-1123.4054,17
3324,-1245.9519,20
3325,-1039.2253,20
3326,-2802.9792,46
3327,-3399.7334,46
3328,-1315.6168,26
3329,-1701.2172,30
3330,-1427.6711,28
3331,-5800.3237,93
3332,-1768.8779,28
3333,-585.67804,12
3334,-1033.5328,21
3335,-1452.9569,18
3336,-14535.459,250
3337,-716.7426,14
3338,-655.6855,14
3339,-852.674,20
3340,-24290.777,500
3341,-701.09235,13
3342,-4167.2456,79
3343,-1134.4142,17
3344,-1433.5983,17
3345,-1685.0411,40
3346,-2905.3364,38
3347,-2077.9958,44
3348,-1371.584,26
3349,-1078.1283,18
3350,-1004.6616,21
3351,-1632.7803,25
3352,-833.7892,20
3353,-25446.953,500
3354,-954.5018,19
3355,-822.79114,20
3356,-1519.462,32
3357,-803.71234,21
3358,-810.30695,16
3359,-3629.3684,50
3360,-583.0541,9
3361,-26934.002,500
3362,-3074.7925,47
3363,-1354.926,22
3364,-1018.6201,19
3365,-2716.977,60
3366,-935.0362,21
3367,-3667.5396,57
3368,-25196.117,500
3369,-1285.1024,16
3370,-1341.4111,25
3371,-1171.6271,21
3372,-794.1946,17
3373,-1084.7239,19
3374,-1290.3115,17
3375,-1406.6211,24
3376,-1361.2628,17
3377,-35047.785,500
3378,-1953.5873,38
3379,-1329.2115,23
3380,-968.14606,19
3381,-434.84726,8
3382,-652.55774,15
3383,-1604.728,22
3384,-1785.8113,34
3385,-773.4827,19
3386,-1987.4257,34
3387,-1176.6014,17
3388,-853.9003,17
3389,-509.30023,9
3390,-2209.3464,41
3391,-570.1607,16
3392,-2214.0364,32
3393,-907.52325,19
3394,-1711.3987,32
3395,-1631.3169,26
3396,-1558.7522,45
3397,-1072.8217,21
3398,-6388.4956,111
3399,-1419.5399,24
3400,-757.6458,21
3401,-1159.9789,19
3402,-1149.6641,22
3403,-519.39935,10
3404,-3473.5872,64
3405,-487.79193,9
3406,-741.7774,14
3407,-2256.4434,39
3408,-1689.4922,28
3409,-356.141,8
3410,-718.4674,18
3411,-1134.4883,23
3412,-1179.8326,20
3413,-380.00058,8
3414,-7399.3467,100
3415,-1208.2278,20
3416,-1100.9193,23
3417,-1797.5656,30
3418,-27076.79,500
3419,-1588.5466,31
3420,-12616.596,188
3421,-756.91565,17
3422,-736.5168,14
3423,-437.65845,8
3424,-515.1631,11
3425,-8119.9834,156
3426,-1552.1128,28
3427,-1022.01117,17
3428,-496.97668,13
3429,-1050.5535,21
3430,-1430.6553,26
3431,-1208.8961,32
3432,-1019.0637,20
3433,-8028.694,168
3434,-1770.0646,40
3435,-6173.3115,117
3436,-1153.6593,27
3437,-2041.0903,36
3438,-4447.3726,80
3439,-1542.3154,19
3440,-4620.6724,123
3441,-1090.1372,22
3442,-831.5364,17
3443,-6106.9395,118
3444,-19582.516,500
3445,-586.2112,12
3446,-1739.8923,26
3447,-619.0466,10
3448,-1148.9839,19
3449,-5994.8677,123
3450,-953.94904,15
3451,-825.6192,16
3452,-28121.617,452
3453,-1173.7688,19
3454,-28216.764,500
3455,-30414.896,500
3456,-885.824,19
3457,-1224.224,18
3458,-5417.6396,113
3459,-2243.7356,38
3460,-548.9035,8
3461,-3722.0042,51
3462,-1616.2094,31
3463,-3325.4285,46
3464,-1976.1034,30
3465,-1138.8906,25
3466,-1492.5552,26
3467,-849.52026,20
3468,-390.54318,8
3469,-1857.58,28
3470,-857.7537,17
3471,-1078.7463,19
3472,-954.7163,22
3473,-1844.8545,28
3474,-28392.076,500
3475,-2144.346,31
3476,-1194.033,19
3477,-1408.8436,21
3478,-585.9461,11
3479,-797.43243,14
3480,-1231.1886,20
3481,-770.01355,21
3482,-1152.2177,17
3483,-1325.0854,19
3484,-979.7128,21
3485,-687.8318,16
3486,-3113.9229,43
3487,-523.3146,15
3488,-4393.7026,70
3489,-1082.1963,18
3490,-5001.9434,67
3491,-1309.3107,34
3492,-1009.806,18
3493,-1511.174,20
3494,-839.86285,18
3495,-1040.627,24
3496,-815.8393,17
3497,-2391.3767,48
3498,-1338.5586,20
3499,-1395.696,17
3500,-896.4357,15
3501,-696.97437,14
3502,-1372.356,22
3503,-2144.4082,48
3504,-1994.2247,28
3505,-1716.905,22
3506,-359.9146,8
3507,-993.4997,24
3508,-14629.551,275
3509,-977.9549,16
3510,-711.7421,19
3511,-1000.4975,18
3512,-3664.3887,46
3513,-1028.5292,19
3514,-495.2965,8
3515,-1165.7532,24
3516,-776.3241,14
3517,-6463.666,102
3518,-1440.9128,20
3519,-1091.4794,16
3520,-1572.2909,25
3521,-16798.416,286
3522,-1326.427,20
3523,-1324.5685,26
3524,-20553.912,500
3525,-1610.237,36
3526,-907.7572,14
3527,-485.1991,10
3528,-694.41296,14
3529,-1284.206,18
3530,-1266.8638,24
3531,-2820.6226,36
3532,-1245.3893,24
3533,-1710.549,28
3534,-1115.4552,20
3535,-570.9384,16
3536,-1377.6293,25
3537,-885.797,17
3538,-1748.1149,47
3539,-4334.0625,69
3540,-1246.9514,20
3541,-790.51605,16
3542,-1351.3274,24
3543,-1480.4767,26
3544,-23104.697,500
3545,-679.0794,14
3546,-1360.9216,19
3547,-1636.2183,29
3548,-4866.3257,118
3549,-1257.6864,21
3550,-1485.9299,20
3551,-36131.38,500
3552,-1150.9495,18
3553,-709.66675,15
3554,-1166.689,18
3555,-823.23083,18
3556,-1247.4912,25
3557,-1438.7502,26
3558,-457.6639,10
3559,-966.51416,17
3560,-1617.9026,24
3561,-771.39105,19
3562,-530.07794,12
3563,-4509.5586,73
3564,-631.1014,13
3565,-491.33405,9
3566,-19752.229,500
3567,-1417.7954,25
3568,-2932.0474,71
3569,-3043.885,71
3570,-1171.544,17
3571,-1043.7025,22
3572,-936.3554,22
3573,-904.61487,16
3574,-3232.6904,80
3575,-6712.435,108
3576,-2593.9712,43
3577,-1443.3657,34
3578,-1101.6173,19
3579,-937.3657,16
3580,-1012.9133,18
3581,-1666.3286,28
3582,-27741.283,500
3583,-1109.3264,20
3584,-809.0796,17
3585,-837.52246,18
3586,-576.36835,9
3587,-962.5452,20
3588,-889.6903,14
3589,-1027.7498,17
3590,-1590.6613,33
3591,-2262.5056,35
3592,-1202.2158,20
3593,-891.006,17
3594,-1096.7518,16
3595,-638.4886,15
3596,-21866.234,500
3597,-1930.8479,27
3598,-867.20734,20
3599,-387.5095,8
3600,-414.8277,9
3601,-1177.1316,18
3602,-9023.878,160
3603,-1315.7827,29
3604,-1604.6217,24
3605,-685.86633,12
3606,-1630.1025,31
3607,-526.0053,8
3608,-1948.5758,29
3609,-783.17664,17
3610,-711.175,15
3611,-1048.6046,17
3612,-1121.8466,26
3613,-2153.2893,39
3614,-591.0746,11
3615,-953.5078,19
3616,-934.80133,19
3617,-1236.6295,19
3618,-2572.2788,45
3619,-1800.671,33
3620,-534.0328,14
3621,-891.73193,22
3622,-1262.2927,30
3623,-1514.7468,24
3624,-31971.254,450
3625,-898.79047,18
3626,-945.829,22
3627,-993.814,22
3628,-953.37054,18
3629,-3631.2947,48
3630,-1160.9493,18
3631,-852.5737,14
3632,-990.87964,18
3633,-1216.0867,24
3634,-1594.7727,27
3635,-741.21124,13
3636,-1055.0116,16
3637,-1439.7256,30
3638,-1544.3995,27
3639,-2215.9355,45
3640,-861.37195,17
3641,-623.68823,15
3642,-9571.466,224
3643,-1923.5613,37
3644,-1124.1543,17
3645,-4983.7646,117
3646,-433.97937,8
3647,-1051.8184,24
3648,-2131.6924,38
3649,-905.671,17
3650,-438.90146,8
3651,-963.2201,18
3652,-1243.7438,26
3653,-1052.3916,16
3654,-549.06885,9
3655,-1153.6936,17
3656,-1495.8657,29
3657,-2194.4702,38
3658,-1373.4341,20
3659,-1358.6666,22
3660,-891.2738,16
3661,-779.7435,15
3662,-1214.9398,21
3663,-646.02704,16
3664,-1113.4183,18
3665,-1139.9146,22
3666,-1526.1611,28
3667,-1389.097,24
3668,-5422.25,88
3669,-1375.5178,24
3670,-4454.808,77
3671,-1709.2065,35
3672,-1746.1084,43
3673,-39100.19,500
3674,-914.52856,18
3675,-758.9299,23
3676,-1135.4291,23
3677,-3273.248,71
3678,-609.65027,19
3679,-940.08386,21
3680,-2117.3652,34
3681,-13863.459,233
3682,-3658.4846,57
3683,-1671.9414,32
3684,-1713.5312,26
3685,-1566.319,31
3686,-1694.3307,31
3687,-1542.1101,24
3688,-480.33923,9
3689,-365.2918,8
3690,-24357.23,500
3691,-488.2078,9
3692,-2309.857,44
3693,-481.8108,10
3694,-3565.2944,74
3695,-417.3437,8
3696,-782.26245,14
3697,-33437.777,500
3698,-1123.0604,21
3699,-830.9248,15
3700,-885.76587,20
3701,-2442.8872,43
3702,-1223.8318,19
3703,-2620.9958,44
3704,-28860.496,500
3705,-1189.7892,16
3706,-598.0968,10
3707,-1667.876,23
3708,-1287.3142,29
3709,-1213.6658,16
3710,-2233.4119,41
3711,-711.0382,18
3712,-426.62396,8
3713,-1155.8296,20
3714,-1441.9717,28
3715,-21694.408,500
3716,-815.97516,18
3717,-1419.3198,34
3718,-789.0397,20
3719,-946.1905,26
3720,-315.51736,8
3721,-436.81085,8
3722,-26741.287,500
3723,-2791.4827,40
3724,-26744.363,500
3725,-899.0601,19
3726,-433.30795,9
3727,-1382.6868,19
3728,-816.26953,18
3729,-1500.8184,23
3730,-707.8253,20
3731,-1036.635,17
3732,-693.05566,18
3733,-668.42114,15
3734,-912.417,18
3735,-772.7764,18
3736,-703.3585,16
3737,-1498.249,23
3738,-2521.7673,45
3739,-21088.4,388
3740,-1559.4556,29
3741,-642.6159,17
3742,-19736.28,500
3743,-807.7831,17
3744,-1152.7212,23
3745,-659.8199,19
3746,-1221.1631,24
3747,-893.09717,21
3748,-5717.3135,108
3749,-774.2709,16
3750,-954.25195,18
3751,-529.2702,14
3752,-1354.9011,20
3753,-1393.9261,20
3754,-1045.8138,18
3755,-1872.6859,29
3756,-556.5582,8
3757,-1312.5696,22
3758,-863.0726,16
3759,-929.92645,18
3760,-1275.4344,17
3761,-1232.7872,18
3762,-1648.8214,35
3763,-1659.4249,31
3764,-1005.1908,19
3765,-875.5192,21
3766,-1071.5659,19
3767,-1466.3184,27
3768,-1153.1727,18
3769,-3366.2124,49
3770,-661.11975,19
3771,-1047.4225,19
3772,-2034.9609,48
3773,-1056.2874,19
3774,-538.64087,17
3775,-1187.9252,22
3776,-850.5302,20
3777,-986.51544,19
3778,-1639.9755,37
3779,-454.65527,9
3780,-2298.7527,34
3781,-1077.3203,17
3782,-2774.2751,42
3783,-630.84644,18
3784,-2116.3062,33
3785,-880.0503,24
3786,-1753.2911,24
3787,-1383.445,18
3788,-24083.58,500
3789,-935.4972,15
3790,-1409.4077,25
3791,-953.698,18
3792,-1160.3964,32
3793,-938.1712,23
3794,-799.8899,16
3795,-1233.7787,21
3796,-685.0555,17
3797,-1636.9706,24
3798,-1037.5701,16
3799,-741.36066,10
3800,-29237.582,500
3801,-1907.7245,32
3802,-1607.9609,32
3803,-1459.5905,25
3804,-1125.3951,18
3805,-1631.885,28
3806,-1316.3164,19
3807,-575.94354,9
3808,-471.96683,8
3809,-29653.688,500
3810,-947.5559,23
3811,-1131.1763,22
3812,-1433.5315,18
3813,-1181.1372,19
3814,-8054.9585,176
3815,-3013.0913,59
3816,-433.29062,9
3817,-438.79855,10
3818,-642.05035,12
3819,-845.166,19
3820,-1867.3491,26
3821,-1307.7548,27
3822,-18770.438,500
3823,-811.42706,14
3824,-1101.9033,18
3825,-816.4367,18
3826,-1326.5353,31
3827,-917.5236,17
3828,-3067.7217,73
3829,-3994.247,68
3830,-1145.1287,17
3831,-2460.9944,41
3832,-1551.9392,28
3833,-661.0748,17
3834,-24361.508,500
3835,-1324.8516,32
3836,-518.04193,12
3837,-1297.1646,21
3838,-896.9404,17
3839,-776.2626,16
3840,-502.9826,9
3841,-1369.0911,18
3842,-1191.1575,19
3843,-656.8388,17
3844,-2278.4075,35
3845,-1556.8732,28
3846,-818.89014,17
3847,-24643.93,500
3848,-978.03986,19
3849,-31597.361,500
3850,-1509.0199,20
3851,-2587.5256,35
3852,-875.8582,16
3853,-4230.358,65
3854,-760.986,19
3855,-1269.5497,25
3856,-1215.2722,20
3857,-1020.7194,18
3858,-1032.065,19
3859,-567.1603,9
3860,-1163.7074,21
3861,-926.1185,14
3862,-941.8091,17
3863,-1024.6375,19
3864,-397.6118,8
3865,-1941.3757,30
3866,-1080.2621,18
3867,-1328.8885,20
3868,-707.6128,19
3869,-1060.0781,19
3870,-20553.592,310
3871,-972.0952,20
3872,-640.8237,10
3873,-2369.018,28
3874,-924.1974,17
3875,-966.2284,21
3876,-796.3374,11
3877,-2151.2617,35
3878,-1314.7017,20
3879,-717.7689,15
3880,-1041.167,17
3881,-1333.378,21
3882,-20918.883,500
3883,-827.83325,22
3884,-884.51697,14
3885,-1084.7417,22
3886,-1234.9553,18
3887,-673.86725,18
3888,-28036.072,500
3889,-823.0506,17
3890,-2257.3896,41
3891,-24453.465,500
3892,-1169.4304,26
3893,-1128.2678,20
3894,-2230.2065,38
3895,-1143.0475,19
3896,-1151.268,19
3897,-893.37964,15
3898,-557.32666,11
3899,-2183.3289,40
3900,-1765.9536,25
3901,-27697.822,500
3902,-1961.7123,38
3903,-651.4163,10
3904,-26412.486,500
3905,-671.0706,16
3906,-2196.9373,33
3907,-1124.4083,16
3908,-789.2498,18
3909,-1601.9452,25
3910,-1394.3802,24
3911,-20322.219,348
3912,-2775.7148,47
3913,-1258.4437,24
3914,-784.0165,12
3915,-1483.1434,24
3916,-1486.7712,26
3917,-1179.3689,22
3918,-986.89746,17
3919,-5172.104,77
3920,-1283.7002,24
3921,-883.1232,18
3922,-1700.8817,27
3923,-1168.3081,31
3924,-474.27838,11
3925,-2080.658,31
3926,-1060.6378,18
3927,-1413.8538,24
3928,-1558.4318,23
3929,-705.8797,19
3930,-4876.061,86
3931,-1340.0377,21
3932,-2494.3716,45
3933,-1911.9121,39
3934,-1837.3744,31
3935,-732.8458,18
3936,-621.0698,11
3937,-1209.0072,24
3938,-7401.166,153
3939,-15858.875,298
3940,-1532.7946,27
3941,-1031.3159,24
