#{"t_start": 1750636327.971275, "env_id": "None"}
r,l,t
-10.343584,11,169.985717
-13.333355,20,170.491885
-9.379863,13,170.709937
-12.822258,22,171.077262
-4.140941,15,171.332813
-15.582288,19,171.646426
-11.898935,23,172.028442
-4.699483,15,172.281117
-8.67179,11,172.465269
-12.334894,17,172.750027
-4.420817,16,173.013962
-9.083504,12,173.208936
-9.161134,11,173.394331
-4.909589,15,173.647329
-15.358823,18,173.946688
-10.588368,18,174.248753
-10.996138,11,174.429029
-10.294148,14,174.84348
-9.136225,11,175.026404
-10.200773,11,175.21112
-9.462664,11,175.39357
-10.262034,16,175.660478
-10.103608,16,175.929288
-10.607645,18,176.229621
-12.287884,16,176.502842
-5.339179,18,176.806047
-9.826605,16,177.071945
-12.35129,18,177.371452
-10.542103,11,177.55759
-12.674885,18,177.86352
-11.154853,17,178.152595
-3.96051,14,178.381003
-11.62394,17,178.667242
-8.766921,11,178.849726
-9.439066,12,179.052715
-14.43156,28,179.697418
-12.392537,18,179.999683
-9.15613,11,180.184454
-9.180911,11,180.365816
-13.394891,17,180.649171
-8.967707,12,180.853231
-10.865781,11,181.036176
-11.441937,14,181.271974
-11.055723,12,181.475629
-9.169929,12,181.668596
-13.625645,16,181.935194
-9.712503,12,182.265529
-9.424942,12,182.477988
-10.422129,12,182.675576
-5.028521,16,182.945942
-13.766364,22,183.320199
-10.770748,11,183.500001
-11.233626,17,183.965722
-11.914103,16,184.232858
-12.461971,14,184.471211
-9.40914,11,184.660971
-14.826406,17,184.963779
-10.248545,14,185.192723
-3.784366,13,185.410055
-19.463401,23,185.812548
-10.092805,16,186.082716
-3.886622,13,186.30485
-10.100292,18,186.604024
-11.575248,20,186.948544
-9.21502,14,187.187384
-11.298065,14,187.425291
-10.555969,15,187.681465
-11.19112,18,187.979478
-12.21043,13,188.194525
-5.068213,18,188.676681
-5.284839,19,189.000188
-11.974009,17,189.284115
-12.797552,15,189.539116
-3.723203,13,189.753655
-11.006499,19,190.067402
-12.498663,14,190.296583
-10.581064,11,190.484784
-9.403116,16,190.751429
-11.161541,14,190.983589
-12.748516,18,191.286087
-9.122474,12,191.485853
-10.786793,11,191.665977
-15.899909,20,191.998295
-8.760318,10,192.169357
-13.058812,18,192.479508
-13.928604,21,193.020312
-4.177328,15,193.269804
-10.913284,16,193.539752
-13.786006,24,193.93922
-11.113456,12,194.141252
-12.658694,18,194.445769
-14.678787,23,194.829562
-9.126992,11,195.025248
