#{"t_start": 1750636327.971276, "env_id": "None"}
r,l,t
-31.865936,53,2.04006
-147.474406,283,7.00585
-16.619143,27,7.455055
-13.236184,30,7.946495
-88.773086,207,11.503432
-49.884149,95,13.042194
-33.567204,54,13.911961
-45.474847,107,15.855981
-32.352796,66,16.938397
-52.169422,88,18.372363
-106.399338,164,21.247467
-25.413119,56,22.152744
-55.554625,86,23.72607
-22.268492,46,24.482931
-12.335942,20,24.81499
-41.425416,62,25.847659
-14.491652,18,26.142617
-18.019437,32,26.673466
-25.542429,43,27.567543
-21.848487,30,28.069522
-15.744088,25,28.476013
-20.707592,37,29.088766
-15.399858,20,29.417639
-21.550674,41,30.088167
-24.923796,33,30.624008
-25.23711,44,31.359476
-15.88164,36,32.13114
-12.827096,24,32.513164
-13.955768,17,32.789725
-32.019629,57,33.729877
-20.462948,48,34.535899
-29.513945,48,35.324035
-24.066708,38,35.972578
-29.432167,48,36.942158
-26.865629,42,37.627293
-57.860968,94,39.175685
-30.141456,69,40.324099
-28.881157,41,41.196201
-24.58489,50,42.018878
-11.66589,16,42.283626
-18.467317,23,42.668286
-18.694596,28,43.126374
-9.662104,27,43.581994
-14.388403,19,43.897603
-15.944026,33,44.447447
-14.732875,29,44.934297
-12.982102,20,45.521518
-12.723298,16,45.783868
-15.547924,24,46.176638
-20.287145,33,46.71497
-10.281265,28,47.184403
-16.010321,25,47.601429
-16.386692,20,47.934121
-37.867303,67,49.039501
-6.794169,22,49.40552
-14.337422,34,50.154728
-10.460695,14,50.38375
-28.191388,48,51.17946
-16.964487,24,51.574373
-12.558735,25,51.98802
-18.341203,30,52.483843
-10.413674,16,52.751764
-8.633914,11,52.933067
-12.490627,15,53.177579
-11.982242,29,53.668431
-24.219467,31,54.369839
-15.05775,34,54.934436
-15.850587,39,55.592502
-13.031511,21,55.950046
-9.393643,14,56.183951
-12.613152,20,56.507726
-12.339931,21,56.856386
-4.668636,17,57.140489
-13.719068,19,57.455382
-20.338664,31,57.963946
-16.719423,28,58.612963
-10.633976,11,58.794332
-10.035729,13,59.008149
-9.827076,12,59.205773
-22.26714,34,59.769487
-18.925918,41,60.453206
-12.178926,14,60.687918
-13.060608,15,60.937836
-12.996385,21,61.289939
-20.774654,33,61.838062
-15.621573,19,62.158197
-11.790224,18,62.453235
-4.956773,17,62.731791
-30.176849,41,63.602385
-14.48876,20,63.941079
-10.108645,15,64.196666
-10.03951,16,64.462353
-25.215689,33,65.007209
-23.975598,33,65.555816
-14.407202,23,65.943003
-11.273972,16,66.205682
-16.303803,25,66.618184
-9.56492,12,66.818799
-12.989161,22,67.187797
-19.984845,27,67.821329
-11.466004,13,68.040322
-7.809415,26,68.473031
-18.527726,27,68.92323
-12.118918,14,69.150689
-14.838285,18,69.449484
-10.392586,18,69.748574
-13.356281,24,70.152677
-9.803694,11,70.33223
-12.467515,15,70.578352
-11.369401,16,70.841756
-9.875081,13,71.062928
-10.795454,16,71.330091
-14.52826,22,71.699621
-14.115299,18,72.177442
-10.699678,14,72.404143
-12.155594,14,72.640187
-11.983621,21,72.984723
-10.048582,13,73.195698
-12.053134,23,73.576939
-15.194748,19,73.897557
-10.052921,12,74.097232
-12.370061,15,74.347338
-10.707884,19,74.664391
-9.488347,11,74.851322
-14.770178,21,75.202574
-11.053501,25,75.610399
-14.879921,26,76.05154
-15.212328,22,76.602824
-16.194382,25,77.021924
-9.613224,13,77.245382
-11.767095,22,77.613069
-9.757562,16,77.871793
-12.372468,16,78.141646
-10.05448,13,78.35876
-14.29821,22,78.716772
-4.936686,18,79.02039
-14.39748,21,79.369541
-11.860016,21,79.717065
-17.482645,26,80.148501
-17.35986,25,80.561991
-9.835561,14,80.975941
-10.763883,18,81.275559
-11.566308,21,81.628166
-14.284225,23,82.005341
-16.970855,26,82.440039
-8.969179,12,82.644755
-17.072889,22,83.017741
-11.234232,12,83.222197
-11.972882,14,83.458752
-7.419278,26,83.895321
-9.39592,12,84.08793
-16.557096,27,84.548434
-10.533048,15,84.803684
-15.348374,25,85.395507
-14.373073,21,85.753823
-9.796354,12,85.954541
-13.985294,19,86.274928
-9.087984,13,86.493869
-24.905941,34,87.047658
-8.948273,12,87.254141
-14.121063,16,87.513022
-25.027666,34,88.072843
-4.890436,16,88.343545
-11.421375,20,88.67012
-15.650156,19,88.97836
-10.134452,12,89.177008
-9.615489,16,89.446251
-9.982771,12,89.822106
-10.736012,17,90.106786
-15.259858,23,90.489435
-15.296658,19,90.802524
-12.046357,13,91.024415
-10.851016,16,91.289303
-13.505594,20,91.619923
-10.985897,20,91.948782
-12.034559,22,92.32492
-19.77467,35,92.91017
-10.475902,16,93.175124
-10.4366,13,93.38833
-12.409196,14,93.615271
-8.98381,12,93.819706
-11.037419,16,94.273371
-11.775386,17,94.558811
-10.902351,15,94.814726
-11.843983,13,95.031979
-12.554229,23,95.415728
-12.777849,23,95.810706
-12.473538,17,96.10636
-12.453698,22,96.470402
-17.453652,28,96.936692
-8.706331,13,97.161157
-9.314292,11,97.340657
-10.601344,17,97.622835
-9.587614,12,97.82131
-15.757904,23,98.200622
-13.219499,18,98.687185
-8.644458,12,98.887366
-10.567217,11,99.078465
-9.908977,13,99.336516
-10.577214,13,99.562875
-11.702404,19,99.88492
-13.547434,16,100.153841
-15.242531,24,100.568924
-20.694875,26,101.041908
-11.689585,25,101.455846
-14.405561,18,101.758523
-9.170142,15,102.008953
-13.190854,16,102.298859
-19.304798,28,102.765308
-12.752228,20,103.293147
-8.94209,11,103.477545
-12.54903,24,103.889096
-13.480653,16,104.158569
-10.207341,14,104.392647
-12.529396,16,104.657145
-9.189643,12,104.868223
-10.345187,16,105.128623
-10.755431,11,105.317502
-17.813648,26,105.749798
-13.899771,16,106.016405
-12.961316,14,106.264241
-10.791502,11,106.451481
-8.889492,11,106.637388
-9.133048,13,106.855791
-9.112659,11,107.040379
-10.816817,11,107.222954
-11.527423,20,107.737819
-9.622286,12,107.933527
-9.050977,11,108.115495
-11.274544,22,108.482256
-10.264284,15,108.730778
-9.139149,12,108.928137
-11.45532,17,109.21345
-10.934841,13,109.433391
-9.501435,13,109.648574
-9.21602,11,109.833444
-10.869941,19,110.15675
-15.594495,24,110.548182
-11.573521,12,110.750777
-12.778679,17,111.043868
-11.666712,20,111.37584
-9.399089,11,111.564364
-14.134384,21,111.915987
-11.789199,15,112.346138
-9.663911,13,112.562581
-10.000333,13,112.77877
-11.762539,18,113.079401
-10.192059,18,113.381114
-12.349116,16,113.647903
-13.00889,15,113.901613
-11.974983,17,114.185979
-12.406096,27,114.639261
-14.058739,23,115.012149
-14.817802,23,115.398311
-12.702739,18,115.70277
-10.756545,17,115.992381
-9.214657,13,116.206267
-9.158179,13,116.432366
-13.0476,18,116.912972
-17.319746,22,117.278378
-11.480523,16,117.548257
-6.012448,19,117.852117
-8.661068,12,118.065463
-7.772858,20,118.396862
-10.658954,14,118.635107
-11.86615,16,118.905389
-9.701342,11,119.093289
-8.831808,12,119.298046
-11.484614,15,119.551558
-9.631238,12,119.752984
-14.165009,21,120.095782
-13.159956,21,120.449843
-9.666524,11,120.633861
-11.020644,19,121.125727
-11.033232,20,121.458313
-9.374512,12,121.6598
-10.072917,13,121.879255
-9.557457,11,122.137424
-14.139723,16,122.448805
-15.199306,22,122.814599
-10.642706,18,123.110436
-10.094812,15,123.361685
-4.875034,18,123.66529
-10.735905,15,123.919656
-9.873983,14,124.157348
-15.293043,30,124.6564
-11.372472,13,124.873105
-10.629672,11,125.055555
-9.204667,11,125.241133
-9.979637,15,125.488397
-11.893458,14,125.909502
-8.827613,11,126.09139
-11.353582,19,126.40854
-15.871625,24,126.810938
-12.699246,18,127.118483
-10.418954,17,127.398747
-9.503908,13,127.612298
-10.538761,20,127.9462
-10.626103,11,128.136861
-12.841966,17,128.41825
-9.517123,13,128.635604
-9.332302,12,128.832116
-10.137723,18,129.130342
-12.070005,18,129.433682
-12.636333,17,129.713212
-11.817398,13,129.93295
-10.395884,18,130.40471
-8.961211,12,130.606566
-16.124893,25,131.023767
