#{"t_start": 1750636327.971276, "env_id": "None"}
r,l,t
-14.654423,29,1.601491
-104.839981,220,5.375082
-16.133746,32,6.108426
-21.079409,40,6.753708
-19.397739,33,7.303966
-7.477061,25,7.715341
-21.983934,36,8.305395
-34.493029,53,9.179116
-28.889417,57,10.287971
-20.02174,55,11.174885
-29.686522,69,12.29899
-50.408487,131,14.606738
-39.322661,74,15.825641
-37.764667,56,16.744425
-42.841409,71,17.892164
-64.840202,113,19.938598
-45.792786,111,21.738953
-19.273511,46,22.491989
-56.83577,98,24.26865
-15.484992,32,24.795354
-25.444431,44,25.531209
-11.672809,17,25.811639
-15.038767,22,26.182245
-15.107173,38,26.801019
-16.219869,23,27.188318
-26.06367,48,28.162778
-9.653748,33,28.706932
-13.816176,17,28.984268
-45.314489,79,30.280822
-13.247505,22,30.639844
-26.784832,49,31.453357
-22.627393,36,32.225116
-26.038994,49,33.019723
-12.579425,20,33.349805
-24.641863,62,34.387295
-30.851108,54,35.272887
-12.280746,14,35.50658
-10.568944,13,35.739814
-18.022045,46,36.682099
-38.795746,66,37.757107
-14.143029,17,38.038589
-18.721326,37,38.644745
-16.272927,27,39.089122
-21.590986,40,39.769282
-26.190821,41,40.439229
-17.355139,38,41.262233
-22.560889,55,42.162925
-19.983021,31,42.681631
-12.581588,15,42.927305
-10.787938,15,43.178945
-10.05778,15,43.432597
-27.651202,52,44.292543
-9.573886,12,44.493884
-14.888632,20,44.839401
-14.301774,29,45.568848
-20.548903,43,46.275828
-12.355253,19,46.587249
-15.1916,18,46.883562
-4.549278,17,47.169247
-22.05274,36,47.766261
-16.503796,29,48.247106
-44.563951,70,49.398652
-33.551203,55,50.494481
-22.39837,28,50.960847
-12.139255,17,51.241784
-5.900898,20,51.574714
-15.244893,20,51.900227
-35.317798,49,52.71547
-16.003198,24,53.111555
-20.392062,25,53.532057
-10.386997,13,53.753774
-12.942795,23,54.317001
-12.372892,17,54.595724
-18.797442,27,55.047453
-8.711746,11,55.236474
-11.327776,12,55.441631
-12.738623,19,55.759068
-8.907612,15,56.013546
-13.905326,21,56.365415
-11.239383,12,56.561327
-13.216762,25,56.97362
-11.647522,16,57.235828
-14.097311,21,57.583997
-10.465039,15,57.823783
-10.494866,16,58.098844
-10.917884,15,58.339935
-15.646956,25,58.938688
-12.062803,13,59.152565
-11.753748,14,59.385294
-11.760959,21,59.732629
-12.006456,16,59.998533
-9.488232,17,60.287842
-15.75528,30,60.787285
-16.507861,19,61.104204
-16.99305,25,61.524173
-14.13476,22,61.883652
-11.93778,23,62.270599
-16.068081,32,62.802933
-11.81933,21,63.33298
-10.193925,13,63.546348
-11.773328,19,63.872406
-11.849793,14,64.109874
-21.313438,35,64.692109
-11.791888,22,65.059176
-11.539623,21,65.399432
-14.759631,20,65.748086
-18.046115,31,66.258084
-12.78726,17,66.5359
-15.361325,27,66.985325
-10.901054,17,67.272908
-12.308943,19,67.765484
-12.154012,14,67.996927
-18.674291,28,68.467245
-13.97966,20,68.802716
-14.915262,23,69.186108
-14.891183,20,69.517884
-10.863935,16,69.7848
-13.366364,19,70.100626
-10.299498,16,70.367565
-13.571398,23,70.746914
-15.351026,18,71.043424
-12.411669,15,71.294596
-12.08225,14,71.527412
-17.634072,37,72.323763
-13.520877,17,72.6013
-14.869372,27,73.054389
-11.037167,14,73.276615
-13.381381,19,73.596643
-13.090376,19,73.91767
-25.938124,34,74.473725
-13.742632,20,74.815253
-12.331544,18,75.118043
-14.765087,22,75.472813
-9.23072,12,75.678783
-11.918976,16,75.943843
-8.79084,13,76.169925
-5.887149,19,76.672108
-8.735919,12,76.866098
-11.80914,20,77.208803
-10.543904,15,77.464156
-10.016749,12,77.659899
-13.681136,19,77.973739
-21.377523,29,78.459439
-15.620895,25,78.866608
-13.322775,19,79.186609
-11.749869,21,79.530695
-9.705913,12,79.730238
-10.141756,13,79.94904
-12.205432,23,80.329709
-15.295009,19,80.823687
-15.480811,25,81.235918
-16.395501,20,81.573224
-16.499281,29,82.05781
-11.433399,21,82.40371
-8.8637,12,82.608929
-6.405934,26,83.054111
-9.785403,14,83.28945
-11.721107,15,83.542286
-4.678857,17,83.827896
-13.091057,19,84.146709
-4.51318,15,84.393221
-15.214761,22,84.768536
-11.513173,16,85.035655
-11.237513,20,85.543785
-14.975714,22,85.91812
-19.798889,26,86.359058
-10.160638,14,86.588293
-21.343105,34,87.153362
-18.006948,22,87.519641
-12.678219,16,87.776602
-9.655109,11,87.953036
-12.349512,14,88.188681
-19.083647,30,88.683157
-12.183518,16,88.939528
-15.202921,28,89.410341
-12.459749,15,89.845998
-10.074423,17,90.120033
-17.808806,24,90.518666
-9.663252,11,90.698324
-12.460771,17,90.988032
-14.174082,19,91.302367
-12.575761,14,91.537096
-4.878329,17,91.81796
-8.852588,11,92.00619
-12.167921,21,92.360719
-9.991763,13,92.574071
-11.225829,12,92.776537
-16.214109,22,93.13956
-13.697194,19,93.45565
-12.3237,14,93.692074
-14.604929,17,94.150401
-12.509498,14,94.385985
-8.915667,11,94.57823
-12.008002,21,94.926163
-12.380265,17,95.210042
-15.147011,23,95.602904
-9.603149,12,95.817509
-15.790748,26,96.258734
-10.529916,18,96.558922
-12.542259,18,96.854259
-10.449001,15,97.105261
-14.080523,20,97.442604
-11.363025,14,97.673789
-13.082849,18,97.965857
-9.016449,12,98.164982
-9.714899,12,98.36312
-9.436988,12,98.75588
-10.784421,11,98.93284
-15.286784,21,99.336551
-11.128572,12,99.542718
-9.004144,12,99.748257
-13.487869,29,100.234074
-8.915426,12,100.44228
-9.904871,13,100.682898
-9.698679,12,100.89796
-19.538448,24,101.308212
-15.794784,20,101.640493
-8.822951,12,101.837759
-12.141268,18,102.1575
-13.136628,18,102.46427
-10.227585,16,102.730279
-13.783594,26,103.36279
-5.689107,18,103.664823
-10.464852,15,103.91966
-16.601108,20,104.260057
-4.886841,19,104.569189
-9.246966,11,104.760118
